マンション名,住所,築年数,階層,賃料料,管理費,間取り,専有面積,詳細URL,敷金,礼金,路線1,駅1,階1,間取りDK,間取りK,間取りL,間取りS,区,市町村,予測値との差,予測値,賃料料+管理費
クレイシア西早稲田,東京都新宿区大久保２,13,2階,87000.0,11000,1,25.842,https://suumo.jp/chintai/jnc_000079833540/?bc=100313597393,0.0,87000.0,東京メトロ副都心線,西早稲田駅,2.0,0,1,0,0,新宿区,大久保２,20259.36336145636,77740.63663854364,98000.0
ソフィア哲学堂,東京都新宿区西落合２,10,2階,88000.0,6000,1,29.282,https://suumo.jp/chintai/jnc_000080387091/?bc=100316512762,88000.0,88000.0,都営大江戸線,落合南長崎駅,2.0,0,1,0,0,新宿区,西落合２,20265.332986236215,73734.66701376378,94000.0
ＪＲ山手線 新大久保駅 6階建 築20年,東京都新宿区大久保３,20,1階,79000.0,12000,1,20.352,https://suumo.jp/chintai/jnc_000078741463/?bc=100307189559,39500.0,79000.0,ＪＲ山手線,新大久保駅,1.0,0,0,0,0,新宿区,大久保３,20277.271303542002,70722.728696458,91000.0
東京メトロ東西線 早稲田駅 5階建 築26年,東京都新宿区若松町,26,1階,80000.0,5000,1,212.0,https://suumo.jp/chintai/jnc_000071703557/?bc=100268841317,80000.0,80000.0,東京メトロ東西線,早稲田駅,1.0,0,1,0,0,新宿区,若松町,20296.508636460814,64703.491363539186,85000.0
プロヴァンス高田馬場,東京都新宿区高田馬場１,5,1階,137000.0,4000,1,34.892,https://suumo.jp/chintai/jnc_000079379317/?bc=100308886590,137000.0,137000.0,ＪＲ山手線,高田馬場駅,1.0,1,0,1,0,新宿区,高田馬場１,20306.226731971896,120693.7732680281,141000.0
ハーモニーレジデンス高田馬場,東京都新宿区高田馬場２,2,6階,122000.0,15000,1,25.052,https://suumo.jp/chintai/jnc_000080781184/?bc=100318898827,0.0,0.0,ＪＲ山手線,高田馬場駅,6.0,1,0,0,0,新宿区,高田馬場２,20307.004234283333,116692.99576571667,137000.0
東京メトロ東西線 早稲田駅 地下1地上4階建 築1年,東京都新宿区西早稲田２,1,4階,84000.0,6000,1,12.242,https://suumo.jp/chintai/jnc_000076867826/?bc=100304657965,0.0,0.0,東京メトロ東西線,早稲田駅,4.0,0,0,0,0,新宿区,西早稲田２,20312.947165552046,69687.05283444795,90000.0
ＪＲ中央線 東中野駅 3階建 築38年,東京都新宿区北新宿３,38,1階,65000.0,0,1,16.392,https://suumo.jp/chintai/jnc_000019967707/?bc=100313654375,65000.0,65000.0,ＪＲ中央線,東中野駅,1.0,0,1,0,0,新宿区,北新宿３,20319.594643317287,44680.40535668271,65000.0
アピジ神楽坂,東京都新宿区津久戸町,22,2階,89000.0,2000,1,21.452,https://suumo.jp/chintai/jnc_000079947761/?bc=100268313629,89000.0,89000.0,東京メトロ有楽町線,飯田橋駅,2.0,0,1,0,0,新宿区,津久戸町,20332.95508957452,70667.04491042548,91000.0
パルフェ・ド・ステージ,東京都新宿区高田馬場３,37,3階,91000.0,2000,1,242.0,https://suumo.jp/chintai/jnc_000059697708/?bc=100212429035,91000.0,91000.0,ＪＲ山手線,高田馬場駅,3.0,1,0,0,0,新宿区,高田馬場３,20366.486995443003,72633.513004557,93000.0
レジデンス西早稲田,東京都新宿区西早稲田１,5,3階,103000.0,10000,1,24.352,https://suumo.jp/chintai/jnc_000079541083/?bc=100311960799,103000.0,103000.0,東京メトロ東西線,早稲田駅,3.0,0,1,0,0,新宿区,西早稲田１,20366.605022233198,92633.3949777668,113000.0
ＪＲ山手線 目白駅 3階建 築20年,東京都新宿区下落合３,20,1階,99000.0,3000,1,29.362,https://suumo.jp/chintai/jnc_000080583003/?bc=100317798563,99000.0,99000.0,ＪＲ山手線,目白駅,1.0,0,1,0,0,新宿区,下落合３,20377.307034433703,81622.6929655663,102000.0
新小川町一戸建,東京都新宿区新小川町,68,1階,85000.0,0,1,34.782,https://suumo.jp/chintai/jnc_000080723012/?bc=100318417799,85000.0,85000.0,ＪＲ総武線,飯田橋駅,1.0,1,0,0,0,新宿区,新小川町,20380.946015591973,64619.05398440803,85000.0
ファン早稲田,東京都新宿区早稲田鶴巻町,20,4階,77000.0,3000,1,23.052,https://suumo.jp/chintai/jnc_000061345868/?bc=100105912885,77000.0,77000.0,東京メトロ東西線,早稲田駅,4.0,0,1,0,0,新宿区,早稲田鶴巻町,20381.670280870654,59618.329719129346,80000.0
石田マンション,東京都新宿区百人町１,44,2階,78000.0,3000,1,242.0,https://suumo.jp/chintai/jnc_000076547215/?bc=100290812697,78000.0,78000.0,ＪＲ中央線,大久保駅,2.0,1,0,0,0,新宿区,百人町１,20381.86717395389,60618.13282604611,81000.0
ＪＲ山手線 新宿駅 12階建 築10年,東京都新宿区北新宿１,10,7階,109000.0,9500,1,26.12,https://suumo.jp/chintai/jnc_000080100745/?bc=100315015654,109000.0,109000.0,ＪＲ山手線,新宿駅,7.0,0,1,0,0,新宿区,北新宿１,20398.13102507865,98101.86897492135,118500.0
Ｍｏｎｔｅ　Ｖｅｒｄｅ　Ｉｃｈｉｇａｙａ,東京都新宿区市谷左内町,20,3階,95000.0,4000,1,21.482,https://suumo.jp/chintai/jnc_000033649490/?bc=100312425754,95000.0,95000.0,ＪＲ総武線,市ケ谷駅,3.0,0,0,0,0,新宿区,市谷左内町,20404.834105136906,78595.1658948631,99000.0
PASEO市谷台町I　パセオ市谷台町I,東京都新宿区市谷台町,3,2階,100000.0,10000,1,17.632,https://suumo.jp/chintai/jnc_000073910981/?bc=100316902740,0.0,0.0,都営新宿線,曙橋駅,2.0,0,0,0,0,新宿区,市谷台町,20413.331343832702,89586.6686561673,110000.0
都営大江戸線 落合南長崎駅 2階建 新築,東京都新宿区西落合３,0,1階,155000.0,0,2,53.282,https://suumo.jp/chintai/jnc_000079561924/?bc=100316982840,0.0,0.0,都営大江戸線,落合南長崎駅,1.0,1,0,1,0,新宿区,西落合３,20417.100422941352,134582.89957705865,155000.0
プレール・ドゥーク北新宿IV,東京都新宿区北新宿４,15,6階,82000.0,10000,1,19.732,https://suumo.jp/chintai/jnc_000073680041/?bc=100314805552,0.0,82000.0,ＪＲ中央線,東中野駅,6.0,0,1,0,0,新宿区,北新宿４,20428.734399363777,71571.26560063622,92000.0
アパルトマン四谷,東京都新宿区左門町,48,6階,88000.0,0,1,212.0,https://suumo.jp/chintai/jnc_000072849417/?bc=100259643645,88000.0,0.0,東京メトロ丸ノ内線,四谷三丁目駅,6.0,0,1,0,0,新宿区,左門町,20446.524581904436,67553.47541809556,88000.0
ＳｏＫｏ　ＰＡＲＣＯ(ソコパルコ),東京都新宿区百人町３,0,4階,133000.0,5000,2,27.982,https://suumo.jp/chintai/jnc_000079201901/?bc=100310526030,0.0,133000.0,ＪＲ山手線,新大久保駅,4.0,0,1,0,0,新宿区,百人町３,20449.202570044363,117550.79742995564,138000.0
ＪＲ中央線 大久保駅 9階建 築22年,東京都新宿区北新宿４,22,9階,85000.0,7000,1,19.62,https://suumo.jp/chintai/jnc_000077708746/?bc=100309219689,85000.0,85000.0,ＪＲ中央線,大久保駅,9.0,0,0,0,0,新宿区,北新宿４,20466.524017758406,71533.4759822416,92000.0
東京メトロ東西線 早稲田駅 6階建 築18年,東京都新宿区西早稲田１,18,2階,91000.0,8000,1,23.152,https://suumo.jp/chintai/jnc_000080591512/?bc=100317720340,91000.0,91000.0,東京メトロ東西線,早稲田駅,2.0,0,1,0,0,新宿区,西早稲田１,20474.04132436718,78525.95867563282,99000.0
タキミハウス西早稲田,東京都新宿区西早稲田１,18,2階,91000.0,8000,1,23.152,https://suumo.jp/chintai/jnc_000080569171/?bc=100317622934,91000.0,91000.0,東京メトロ東西線,早稲田駅,2.0,0,1,0,0,新宿区,西早稲田１,20474.04132436718,78525.95867563282,99000.0
都営大江戸線 西新宿五丁目駅 14階建 築20年,東京都新宿区西新宿４,20,10階,92000.0,8000,1,22.682,https://suumo.jp/chintai/jnc_000079740540/?bc=100312888626,92000.0,92000.0,都営大江戸線,西新宿五丁目駅,10.0,0,1,0,0,新宿区,西新宿４,20483.944006043588,79516.05599395641,100000.0
都営大江戸線 西新宿五丁目駅 3階建 築18年,東京都新宿区西新宿５,18,2階,84000.0,6000,1,22.72,https://suumo.jp/chintai/jnc_000078292229/?bc=100304828377,84000.0,0.0,都営大江戸線,西新宿五丁目駅,2.0,0,1,0,0,新宿区,西新宿５,20509.386407929225,69490.61359207077,90000.0
グロワール大京町,東京都新宿区大京町,15,3階,100000.0,5000,1,20.562,https://suumo.jp/chintai/jnc_000079838679/?bc=100315406528,0.0,100000.0,東京メトロ丸ノ内線,四谷三丁目駅,3.0,0,1,0,0,新宿区,大京町,20521.039755259408,84478.96024474059,105000.0
ガーラ新宿西落合,東京都新宿区西落合４,21,4階,76000.0,9000,1,20.152,https://suumo.jp/chintai/jnc_000058802028/?bc=100316227537,76000.0,152000.0,都営大江戸線,落合南長崎駅,4.0,0,1,0,0,新宿区,西落合４,20535.371733859494,64464.628266140506,85000.0
アンパサンド北新宿,東京都新宿区北新宿１,0,5階,207000.0,15000,1,43.192,https://suumo.jp/chintai/jnc_000080650146/?bc=100318493882,207000.0,207000.0,ＪＲ中央線,大久保駅,5.0,1,0,1,0,新宿区,北新宿１,20537.99922371353,201462.00077628647,222000.0
ＣＡＳＡ　ＫＳ,東京都新宿区高田馬場４,18,4階,90000.0,0,1,27.312,https://suumo.jp/chintai/jnc_000078261709/?bc=100273469856,90000.0,0.0,ＪＲ山手線,高田馬場駅,4.0,0,0,0,0,新宿区,高田馬場４,20538.713555509952,69461.28644449005,90000.0
ニュー大元ビル,東京都新宿区早稲田鶴巻町,44,3階,110000.0,0,2,33.412,https://suumo.jp/chintai/jnc_000074237421/?bc=100309590079,110000.0,110000.0,東京メトロ東西線,早稲田駅,3.0,1,0,0,0,新宿区,早稲田鶴巻町,20548.114625310132,89451.88537468987,110000.0
クレドール若松町,東京都新宿区若松町,29,4階,85000.0,0,1,20.762,https://suumo.jp/chintai/jnc_000076739934/?bc=100158530463,85000.0,0.0,都営大江戸線,若松河田駅,4.0,0,1,0,0,新宿区,若松町,20549.24356963749,64450.75643036251,85000.0
市谷仲之町ヒルズ　クレスト（Ｎｏｒｔｈ棟）,東京都新宿区市谷仲之町,3,3階,124000.0,7000,1,29.732,https://suumo.jp/chintai/jnc_000064064014/?bc=100227482469,124000.0,124000.0,都営新宿線,曙橋駅,3.0,0,1,0,0,新宿区,市谷仲之町,20568.844499695348,110431.15550030465,131000.0
ＰＬＡＴＺ中井,東京都新宿区中落合１,21,3階,89000.0,5000,1,31.992,https://suumo.jp/chintai/jnc_000080424279/?bc=100306640173,89000.0,89000.0,西武新宿線,中井駅,3.0,0,1,0,0,新宿区,中落合１,20572.145408241166,73427.85459175883,94000.0
ｓｏｌａ西早稲田,東京都新宿区西早稲田３,16,9階,143000.0,10000,1,36.62,https://suumo.jp/chintai/jnc_000080078884/?bc=100314828603,143000.0,143000.0,東京メトロ副都心線,西早稲田駅,9.0,1,0,1,0,新宿区,西早稲田３,20574.364764408965,132425.63523559103,153000.0
グランパセオ東新宿,東京都新宿区新宿６,0,5階,138000.0,10000,1,28.632,https://suumo.jp/chintai/jnc_000080702226/?bc=100319534403,0.0,0.0,東京メトロ副都心線,東新宿駅,5.0,0,1,0,0,新宿区,新宿６,20575.344318891977,127424.65568110802,148000.0
西武新宿線 中井駅 地下1地上4階建 築35年,東京都新宿区上落合１,35,4階,80000.0,5000,1,282.0,https://suumo.jp/chintai/jnc_000079940560/?bc=100313920420,80000.0,80000.0,西武新宿線,中井駅,4.0,1,0,0,0,新宿区,上落合１,20578.480344604766,64421.519655395234,85000.0
パルフェ・ド・ステージ,東京都新宿区高田馬場３,37,2階,90000.0,2000,1,262.0,https://suumo.jp/chintai/jnc_000080270156/?bc=100318001627,90000.0,90000.0,ＪＲ山手線,高田馬場駅,2.0,1,0,0,0,新宿区,高田馬場３,20583.263329298992,71416.73667070101,92000.0
コアハイツ,東京都新宿区市谷台町,50,5階,85000.0,3000,1,282.0,https://suumo.jp/chintai/jnc_000080493974/?bc=100317106601,85000.0,85000.0,都営新宿線,曙橋駅,5.0,1,0,0,0,新宿区,市谷台町,20583.831396400128,67416.16860359987,88000.0
シンシティー哲学堂レブプレスト,東京都新宿区西落合２,12,1階,72000.0,17000,1,25.312,https://suumo.jp/chintai/jnc_000080732504/?bc=100318515473,0.0,0.0,都営大江戸線,落合南長崎駅,1.0,0,1,0,0,新宿区,西落合２,20589.968381012804,68410.0316189872,89000.0
佐々木ビル,東京都新宿区高田馬場４,48,4階,85000.0,11000,1,332.0,https://suumo.jp/chintai/jnc_000075824755/?bc=100291177951,0.0,0.0,ＪＲ山手線,高田馬場駅,4.0,0,0,0,0,新宿区,高田馬場４,20603.732185793706,75396.2678142063,96000.0
東京メトロ副都心線 西早稲田駅 10階建 築14年,東京都新宿区戸山３,14,4階,98000.0,6000,1,24.012,https://suumo.jp/chintai/jnc_000080017854/?bc=100315169460,98000.0,0.0,東京メトロ副都心線,西早稲田駅,4.0,0,1,0,0,新宿区,戸山３,20609.405551145464,83390.59444885454,104000.0
ＪＲ総武線 大久保駅 3階建 築43年,東京都新宿区北新宿１,43,1階,95000.0,0,1,312.0,https://suumo.jp/chintai/jnc_000080298359/?bc=100315966863,95000.0,95000.0,ＪＲ総武線,大久保駅,1.0,1,0,1,0,新宿区,北新宿１,20620.156577693517,74379.84342230648,95000.0
ＪＲ総武線 飯田橋駅 地下1地上11階建 築45年,東京都新宿区下宮比町,45,11階,110000.0,0,1,322.0,https://suumo.jp/chintai/jnc_000080770891/?bc=100318683951,110000.0,110000.0,ＪＲ総武線,飯田橋駅,11.0,0,0,0,0,新宿区,下宮比町,20624.939529071882,89375.06047092812,110000.0
西武新宿線 下落合駅 9階建 築21年,東京都新宿区下落合４,21,3階,64000.0,10000,1,18.452,https://suumo.jp/chintai/jnc_000034101132/?bc=100314498203,0.0,0.0,西武新宿線,下落合駅,3.0,0,1,0,0,新宿区,下落合４,20625.275127677516,53374.724872322484,74000.0
東京メトロ南北線 飯田橋駅 6階建 築11年,東京都新宿区市谷田町３,11,1階,160000.0,10000,1,42.512,https://suumo.jp/chintai/jnc_000079371389/?bc=100311318410,160000.0,160000.0,東京メトロ南北線,飯田橋駅,1.0,1,0,1,0,新宿区,市谷田町３,20626.036242612317,149373.96375738768,170000.0
プレール・ドゥーク新宿ウエスト,東京都新宿区北新宿２,3,5階,126000.0,10000,1,25.32,https://suumo.jp/chintai/jnc_000080417898/?bc=100316771802,126000.0,0.0,東京メトロ丸ノ内線,西新宿駅,5.0,0,1,0,0,新宿区,北新宿２,20627.132977870744,115372.86702212926,136000.0
グランアセット中落合,東京都新宿区中落合４,16,2階,81000.0,5000,1,20.532,https://suumo.jp/chintai/jnc_000080888376/?bc=100319509185,0.0,0.0,西武新宿線,中井駅,2.0,0,1,0,0,新宿区,中落合４,20635.583165374825,65364.416834625175,86000.0
都営大江戸線 西新宿五丁目駅 14階建 築20年,東京都新宿区西新宿４,20,3階,92000.0,8000,1,23.22,https://suumo.jp/chintai/jnc_000080583021/?bc=100307484869,0.0,92000.0,都営大江戸線,西新宿五丁目駅,3.0,0,1,0,0,新宿区,西新宿４,20636.31341184725,79363.68658815275,100000.0
コンフォリア神楽坂ＤＥＵＸ,東京都新宿区岩戸町,10,10階,129000.0,8000,1,26.222,https://suumo.jp/chintai/jnc_000065396277/?bc=100317623065,129000.0,0.0,都営大江戸線,牛込神楽坂駅,10.0,0,1,0,0,新宿区,岩戸町,20654.318473674575,116345.68152632542,137000.0
ＪＲ中央線 大久保駅 8階建 新築,東京都新宿区北新宿１,0,4階,126000.0,10000,1,25.022,https://suumo.jp/chintai/jnc_000080671518/?bc=100319162460,126000.0,126000.0,ＪＲ中央線,大久保駅,4.0,0,0,0,0,新宿区,北新宿１,20663.596740876703,115336.4032591233,136000.0
都営新宿線 曙橋駅 8階建 築18年,東京都新宿区住吉町,18,3階,102000.0,9000,1,26.572,https://suumo.jp/chintai/jnc_000077656488/?bc=100304685134,102000.0,0.0,都営新宿線,曙橋駅,3.0,0,1,0,0,新宿区,住吉町,20667.23287010657,90332.76712989343,111000.0
都営大江戸線 若松河田駅 5階建 築8年,東京都新宿区若松町,8,1階,80000.0,3000,1,21.422,https://suumo.jp/chintai/jnc_000080656166/?bc=100318168283,80000.0,80000.0,都営大江戸線,若松河田駅,1.0,0,0,0,0,新宿区,若松町,20683.002509417034,62316.997490582966,83000.0
アメニティハウス,東京都新宿区荒木町,36,1階,125000.0,5000,1,40.022,https://suumo.jp/chintai/jnc_000042542125/?bc=100255998311,250000.0,125000.0,東京メトロ丸ノ内線,四谷三丁目駅,1.0,1,0,1,0,新宿区,荒木町,20700.931816217722,109299.06818378228,130000.0
都営大江戸線 西新宿五丁目駅 3階建 築28年,東京都新宿区西新宿４,28,1階,86000.0,5000,1,27.732,https://suumo.jp/chintai/jnc_000079280833/?bc=100313156531,0.0,30000.0,都営大江戸線,西新宿五丁目駅,1.0,0,1,0,0,新宿区,西新宿４,20702.017147607243,70297.98285239276,91000.0
東京メトロ丸ノ内線 新宿御苑前駅 15階建 築20年,東京都新宿区新宿２,20,3階,134000.0,10000,1,32.172,https://suumo.jp/chintai/jnc_000079993987/?bc=100315758119,134000.0,134000.0,東京メトロ丸ノ内線,新宿御苑前駅,3.0,0,0,0,0,新宿区,新宿２,20709.547134439985,123290.45286556002,144000.0
西武新宿線 中井駅 2階建 築6年,東京都新宿区中井２,6,2階,82000.0,3000,1,222.0,https://suumo.jp/chintai/jnc_000071236956/?bc=100317331515,82000.0,82000.0,西武新宿線,中井駅,2.0,0,0,0,0,新宿区,中井２,20736.773182316596,64263.226817683404,85000.0
東京メトロ副都心線 東新宿駅 11階建 築5年,東京都新宿区大久保１,5,3階,121500.0,15000,1,25.022,https://suumo.jp/chintai/jnc_000079733945/?bc=100312875478,121500.0,121500.0,東京メトロ副都心線,東新宿駅,3.0,0,1,0,0,新宿区,大久保１,20742.046481140933,115757.95351885907,136500.0
東京メトロ東西線 早稲田駅 10階建 築21年,東京都新宿区西早稲田１,21,10階,79000.0,9000,1,23.372,https://suumo.jp/chintai/jnc_000033395402/?bc=100317602778,79000.0,79000.0,東京メトロ東西線,早稲田駅,10.0,0,1,0,0,新宿区,西早稲田１,20758.401292852737,67241.59870714726,88000.0
都営大江戸線 落合南長崎駅 地下1地上6階建 築25年,東京都新宿区西落合２,25,3階,78000.0,7000,1,23.92,https://suumo.jp/chintai/jnc_000077370273/?bc=100300150835,78000.0,78000.0,都営大江戸線,落合南長崎駅,3.0,0,1,0,0,新宿区,西落合２,20769.505009290348,64230.49499070965,85000.0
東京メトロ丸ノ内線 四谷三丁目駅 6階建 築2年,東京都新宿区若葉２,2,4階,113000.0,15000,1,25.282,https://suumo.jp/chintai/jnc_000079506159/?bc=100313911298,113000.0,113000.0,東京メトロ丸ノ内線,四谷三丁目駅,4.0,0,1,0,0,新宿区,若葉２,20787.532728001257,107212.46727199874,128000.0
トーカン新宿第2キャステール,東京都新宿区西新宿３,44,5階,82000.0,5000,1,22.82,https://suumo.jp/chintai/jnc_000080770925/?bc=100295521198,82000.0,0.0,ＪＲ山手線,新宿駅,5.0,0,0,0,0,新宿区,西新宿３,20787.764429684103,66212.2355703159,87000.0
東京メトロ東西線 神楽坂駅 8階建 築23年,東京都新宿区東五軒町,23,4階,80000.0,5000,1,18.362,https://suumo.jp/chintai/jnc_000023239716/?bc=100318915123,0.0,0.0,東京メトロ東西線,神楽坂駅,4.0,0,0,0,0,新宿区,東五軒町,20789.345662697357,64210.65433730264,85000.0
都営大江戸線 東中野駅 7階建 築6年,東京都新宿区北新宿４,6,7階,106500.0,10000,1,26.662,https://suumo.jp/chintai/jnc_000037030618/?bc=100308081094,0.0,106500.0,都営大江戸線,東中野駅,7.0,0,1,0,0,新宿区,北新宿４,20813.057794056105,95686.9422059439,116500.0
